,0
2142,1.0
2143,1.0
2144,1.0
2145,1.0
2146,1.0
2147,1.0
2148,1.0
2149,1.0
2150,1.0
2151,1.0
2152,1.0
2153,1.0
2154,1.0
2155,1.0
2156,1.0
2157,1.0
2158,1.0
2159,1.0
2160,1.0
2161,1.0
2162,1.0
2163,1.0
2164,1.0
2165,1.0
2166,1.0
2167,1.0
2168,3.0
2169,3.0
2170,3.0
2171,3.0
2172,3.0
2173,3.0
2174,3.0
2175,3.0
2176,3.0
2177,3.0
2178,3.0
2179,3.0
2180,3.0
2181,3.0
2182,3.0
2183,3.0
2184,3.0
2185,3.0
2186,3.0
2187,3.0
2188,3.0
2189,3.0
2190,3.0
2191,3.0
2192,2.0
2193,2.0
2194,2.0
2195,2.0
2196,2.0
2197,2.0
2198,2.0
2199,2.0
2200,2.0
2201,2.0
2202,2.0
2203,2.0
2204,2.0
2205,2.0
2206,2.0
2207,2.0
2208,2.0
2209,2.0
2210,2.0
2211,2.0
2212,2.0
2213,2.0
2214,2.0
2215,2.0
2216,2.0
2217,2.0
2218,2.0
2219,2.0
2220,5.0
2221,5.0
2222,5.0
2223,5.0
2224,5.0
2225,5.0
2226,5.0
2227,5.0
2228,5.0
2229,5.0
2230,5.0
2231,5.0
2232,5.0
2233,5.0
2234,5.0
2235,5.0
2236,5.0
2237,5.0
2238,5.0
2239,5.0
2240,5.0
2241,5.0
2242,5.0
2243,5.0
2244,5.0
2245,5.0
2246,5.0
2247,5.0
2248,5.0
2249,5.0
2250,4.0
2251,4.0
2252,4.0
2253,4.0
2254,4.0
2255,4.0
2256,4.0
2257,4.0
2258,4.0
2259,4.0
2260,4.0
2261,4.0
2262,4.0
2263,4.0
2264,4.0
2265,4.0
2266,4.0
2267,4.0
2268,4.0
2269,4.0
2270,4.0
2271,4.0
2272,4.0
2273,4.0
2274,4.0
2275,4.0
2276,6.0
2277,6.0
2278,6.0
2279,6.0
2280,6.0
2281,6.0
2282,6.0
2283,6.0
2284,6.0
2285,6.0
2286,6.0
2287,6.0
2288,6.0
2289,6.0
2290,6.0
2291,6.0
2292,6.0
2293,6.0
2294,6.0
2295,6.0
2296,6.0
2297,6.0
2298,6.0
2299,6.0
2300,6.0
2301,1.0
2302,1.0
2303,1.0
2304,1.0
2305,1.0
2306,1.0
2307,1.0
2308,1.0
2309,1.0
2310,1.0
2311,1.0
2312,1.0
2313,1.0
2314,1.0
2315,1.0
2316,1.0
2317,1.0
2318,1.0
2319,1.0
2320,1.0
2321,1.0
2322,1.0
2323,1.0
2324,1.0
2325,1.0
2326,1.0
2327,1.0
2328,1.0
2329,1.0
2330,1.0
2331,3.0
2332,3.0
2333,3.0
2334,3.0
2335,3.0
2336,3.0
2337,3.0
2338,3.0
2339,3.0
2340,3.0
2341,3.0
2342,3.0
2343,3.0
2344,3.0
2345,3.0
2346,3.0
2347,3.0
2348,3.0
2349,3.0
2350,3.0
2351,3.0
2352,3.0
2353,3.0
2354,3.0
2355,2.0
2356,2.0
2357,2.0
2358,2.0
2359,2.0
2360,2.0
2361,2.0
2362,2.0
2363,2.0
2364,2.0
2365,2.0
2366,2.0
2367,2.0
2368,2.0
2369,2.0
2370,2.0
2371,2.0
2372,2.0
2373,2.0
2374,2.0
2375,2.0
2376,2.0
2377,2.0
2378,2.0
2379,2.0
2380,2.0
2381,2.0
2382,5.0
2383,5.0
2384,5.0
2385,5.0
2386,5.0
2387,5.0
2388,5.0
2389,5.0
2390,5.0
2391,5.0
2392,5.0
2393,5.0
2394,5.0
2395,5.0
2396,5.0
2397,5.0
2398,5.0
2399,5.0
2400,5.0
2401,5.0
2402,5.0
2403,5.0
2404,5.0
2405,5.0
2406,5.0
2407,5.0
2408,5.0
2409,5.0
2410,5.0
2411,5.0
2412,4.0
2413,4.0
2414,4.0
2415,4.0
2416,4.0
2417,4.0
2418,4.0
2419,4.0
2420,4.0
2421,4.0
2422,4.0
2423,4.0
2424,4.0
2425,4.0
2426,4.0
2427,4.0
2428,4.0
2429,4.0
2430,4.0
2431,4.0
2432,4.0
2433,4.0
2434,4.0
2435,4.0
2436,4.0
2437,4.0
2438,4.0
2439,4.0
2440,6.0
2441,6.0
2442,6.0
2443,6.0
2444,6.0
2445,6.0
2446,6.0
2447,6.0
2448,6.0
2449,6.0
2450,6.0
2451,6.0
2452,6.0
2453,6.0
2454,6.0
2455,6.0
2456,6.0
2457,6.0
2458,6.0
2459,6.0
2460,6.0
2461,6.0
2462,6.0
2463,6.0
2464,6.0
2465,6.0
2466,1.0
2467,1.0
2468,1.0
2469,1.0
2470,1.0
2471,1.0
2472,1.0
2473,1.0
2474,1.0
2475,1.0
2476,1.0
2477,1.0
2478,1.0
2479,1.0
2480,1.0
2481,1.0
2482,1.0
2483,1.0
2484,1.0
2485,1.0
2486,1.0
2487,1.0
2488,1.0
2489,1.0
2490,1.0
2491,1.0
2492,1.0
2493,1.0
2494,1.0
2495,3.0
2496,3.0
2497,3.0
2498,3.0
2499,3.0
2500,3.0
2501,3.0
2502,3.0
2503,3.0
2504,3.0
2505,3.0
2506,3.0
2507,3.0
2508,3.0
2509,3.0
2510,3.0
2511,3.0
2512,3.0
2513,3.0
2514,3.0
2515,3.0
2516,2.0
2517,2.0
2518,2.0
2519,2.0
2520,2.0
2521,2.0
2522,2.0
2523,2.0
2524,2.0
2525,2.0
2526,2.0
2527,2.0
2528,2.0
2529,2.0
2530,2.0
2531,2.0
2532,2.0
2533,2.0
2534,2.0
2535,2.0
2536,2.0
2537,2.0
2538,2.0
2539,2.0
2540,2.0
2541,2.0
2542,2.0
2543,5.0
2544,5.0
2545,5.0
2546,5.0
2547,5.0
2548,5.0
2549,5.0
2550,5.0
2551,5.0
2552,5.0
2553,5.0
2554,5.0
2555,5.0
2556,5.0
2557,5.0
2558,5.0
2559,5.0
2560,5.0
2561,5.0
2562,5.0
2563,5.0
2564,5.0
2565,5.0
2566,5.0
2567,5.0
2568,5.0
2569,5.0
2570,4.0
2571,4.0
2572,4.0
2573,4.0
2574,4.0
2575,4.0
2576,4.0
2577,4.0
2578,4.0
2579,4.0
2580,4.0
2581,4.0
2582,4.0
2583,4.0
2584,4.0
2585,4.0
2586,4.0
2587,4.0
2588,4.0
2589,4.0
2590,4.0
2591,4.0
2592,4.0
2593,4.0
2594,4.0
2595,4.0
2596,4.0
2597,6.0
2598,6.0
2599,6.0
2600,6.0
2601,6.0
2602,6.0
2603,6.0
2604,6.0
2605,6.0
2606,6.0
2607,6.0
2608,6.0
2609,6.0
2610,6.0
2611,6.0
2612,6.0
2613,6.0
2614,6.0
2615,6.0
2616,6.0
2617,6.0
2618,6.0
2619,6.0
2620,6.0
2621,6.0
2622,6.0
2623,6.0
2624,6.0
2625,6.0
2626,6.0
2627,6.0
2628,6.0
2629,6.0
2630,6.0
2631,1.0
2632,1.0
2633,1.0
2634,1.0
2635,1.0
2636,1.0
2637,1.0
2638,1.0
2639,1.0
2640,1.0
2641,1.0
2642,1.0
2643,1.0
2644,1.0
2645,1.0
2646,1.0
2647,1.0
2648,1.0
2649,1.0
2650,1.0
2651,1.0
2652,1.0
2653,1.0
2654,1.0
2655,1.0
2656,1.0
2657,1.0
2658,1.0
2659,3.0
2660,3.0
2661,3.0
2662,3.0
2663,3.0
2664,3.0
2665,3.0
2666,3.0
2667,3.0
2668,3.0
2669,3.0
2670,3.0
2671,3.0
2672,3.0
2673,3.0
2674,3.0
2675,3.0
2676,3.0
2677,3.0
2678,3.0
2679,3.0
2680,2.0
2681,2.0
2682,2.0
2683,2.0
2684,2.0
2685,2.0
2686,2.0
2687,2.0
2688,2.0
2689,2.0
2690,2.0
2691,2.0
2692,2.0
2693,2.0
2694,2.0
2695,2.0
2696,2.0
2697,2.0
2698,2.0
2699,2.0
2700,2.0
2701,2.0
2702,2.0
2703,2.0
2704,5.0
2705,5.0
2706,5.0
2707,5.0
2708,5.0
2709,5.0
2710,5.0
2711,5.0
2712,5.0
2713,5.0
2714,5.0
2715,5.0
2716,5.0
2717,5.0
2718,5.0
2719,5.0
2720,5.0
2721,5.0
2722,5.0
2723,5.0
2724,5.0
2725,5.0
2726,5.0
2727,5.0
2728,5.0
2729,5.0
2730,4.0
2731,4.0
2732,4.0
2733,4.0
2734,4.0
2735,4.0
2736,4.0
2737,4.0
2738,4.0
2739,4.0
2740,4.0
2741,4.0
2742,4.0
2743,4.0
2744,4.0
2745,4.0
2746,4.0
2747,4.0
2748,4.0
2749,4.0
2750,4.0
2751,4.0
2752,4.0
2753,4.0
2754,4.0
2755,4.0
2756,4.0
2757,4.0
2758,4.0
2759,4.0
2760,4.0
2761,4.0
2762,6.0
2763,6.0
2764,6.0
2765,6.0
2766,6.0
2767,6.0
2768,6.0
2769,6.0
2770,6.0
2771,6.0
2772,6.0
2773,6.0
2774,6.0
2775,6.0
2776,6.0
2777,6.0
2778,6.0
2779,6.0
2780,6.0
2781,6.0
2782,6.0
2783,6.0
2784,6.0
2785,6.0
2786,6.0
2787,6.0
2788,6.0
2789,6.0
2790,6.0
2791,6.0
2792,6.0
2793,6.0
2794,6.0
2795,6.0
2796,6.0
2797,6.0
2798,6.0
2799,6.0
2800,1.0
2801,1.0
2802,1.0
2803,1.0
2804,1.0
2805,1.0
2806,1.0
2807,1.0
2808,1.0
2809,1.0
2810,1.0
2811,1.0
2812,1.0
2813,1.0
2814,1.0
2815,1.0
2816,1.0
2817,1.0
2818,1.0
2819,1.0
2820,1.0
2821,1.0
2822,1.0
2823,1.0
2824,1.0
2825,1.0
2826,3.0
2827,3.0
2828,3.0
2829,3.0
2830,3.0
2831,3.0
2832,3.0
2833,3.0
2834,3.0
2835,3.0
2836,3.0
2837,3.0
2838,3.0
2839,3.0
2840,3.0
2841,3.0
2842,3.0
2843,3.0
2844,3.0
2845,3.0
2846,3.0
2847,2.0
2848,2.0
2849,2.0
2850,2.0
2851,2.0
2852,2.0
2853,2.0
2854,2.0
2855,2.0
2856,2.0
2857,2.0
2858,2.0
2859,2.0
2860,2.0
2861,2.0
2862,2.0
2863,2.0
2864,2.0
2865,2.0
2866,2.0
2867,2.0
2868,2.0
2869,2.0
2870,2.0
2871,5.0
2872,5.0
2873,5.0
2874,5.0
2875,5.0
2876,5.0
2877,5.0
2878,5.0
2879,5.0
2880,5.0
2881,5.0
2882,5.0
2883,5.0
2884,5.0
2885,5.0
2886,5.0
2887,5.0
2888,5.0
2889,5.0
2890,5.0
2891,5.0
2892,5.0
2893,5.0
2894,5.0
2895,5.0
2896,5.0
2897,5.0
2898,5.0
2899,5.0
2900,5.0
2901,5.0
2902,5.0
2903,5.0
2904,5.0
2905,5.0
2906,5.0
2907,4.0
2908,4.0
2909,4.0
2910,4.0
2911,4.0
2912,4.0
2913,4.0
2914,4.0
2915,4.0
2916,4.0
2917,4.0
2918,4.0
2919,4.0
2920,4.0
2921,4.0
2922,4.0
2923,4.0
2924,4.0
2925,4.0
2926,4.0
2927,4.0
2928,4.0
2929,4.0
2930,4.0
2931,4.0
2932,4.0
2933,4.0
2934,4.0
2935,4.0
2936,4.0
2937,4.0
2938,6.0
2939,6.0
2940,6.0
2941,6.0
2942,6.0
2943,6.0
2944,6.0
2945,6.0
2946,6.0
2947,6.0
2948,6.0
2949,6.0
2950,6.0
2951,6.0
2952,6.0
2953,6.0
2954,6.0
2955,6.0
2956,6.0
2957,6.0
2958,6.0
2959,6.0
2960,6.0
2961,6.0
2962,6.0
2963,6.0
2964,6.0
2965,6.0
2966,6.0
2967,6.0
2968,6.0
2969,6.0
2970,6.0
2971,6.0
2972,6.0
2973,1.0
2974,1.0
2975,1.0
2976,1.0
2977,1.0
2978,1.0
2979,1.0
2980,1.0
2981,1.0
2982,1.0
2983,1.0
2984,1.0
2985,1.0
2986,1.0
2987,1.0
2988,1.0
2989,1.0
2990,1.0
2991,1.0
2992,1.0
2993,1.0
2994,1.0
2995,1.0
2996,1.0
2997,1.0
2998,1.0
2999,3.0
3000,3.0
3001,3.0
3002,3.0
3003,3.0
3004,3.0
3005,3.0
3006,3.0
3007,3.0
3008,3.0
3009,3.0
3010,3.0
3011,3.0
3012,3.0
3013,3.0
3014,3.0
3015,3.0
3016,3.0
3017,3.0
3018,3.0
3019,3.0
3020,3.0
3021,3.0
3022,3.0
3023,2.0
3024,2.0
3025,2.0
3026,2.0
3027,2.0
3028,2.0
3029,2.0
3030,2.0
3031,2.0
3032,2.0
3033,2.0
3034,2.0
3035,2.0
3036,2.0
3037,2.0
3038,2.0
3039,2.0
3040,2.0
3041,2.0
3042,2.0
3043,2.0
3044,2.0
3045,2.0
3046,2.0
3047,2.0
3048,2.0
3049,2.0
3050,5.0
3051,5.0
3052,5.0
3053,5.0
3054,5.0
3055,5.0
3056,5.0
3057,5.0
3058,5.0
3059,5.0
3060,5.0
3061,5.0
3062,5.0
3063,5.0
3064,5.0
3065,5.0
3066,5.0
3067,5.0
3068,5.0
3069,5.0
3070,5.0
3071,5.0
3072,5.0
3073,5.0
3074,5.0
3075,5.0
3076,5.0
3077,5.0
3078,5.0
3079,5.0
3080,5.0
3081,5.0
3082,5.0
3083,5.0
3084,5.0
3085,5.0
3086,5.0
3087,5.0
3088,5.0
3089,5.0
3090,5.0
3091,5.0
3092,4.0
3093,4.0
3094,4.0
3095,4.0
3096,4.0
3097,4.0
3098,4.0
3099,4.0
3100,4.0
3101,4.0
3102,4.0
3103,4.0
3104,4.0
3105,4.0
3106,4.0
3107,4.0
3108,4.0
3109,4.0
3110,4.0
3111,4.0
3112,4.0
3113,4.0
3114,4.0
3115,4.0
3116,4.0
3117,4.0
3118,4.0
3119,4.0
3120,4.0
3121,4.0
3122,4.0
3123,4.0
3124,4.0
3125,4.0
3126,4.0
3127,4.0
3128,4.0
3129,4.0
3130,6.0
3131,6.0
3132,6.0
3133,6.0
3134,6.0
3135,6.0
3136,6.0
3137,6.0
3138,6.0
3139,6.0
3140,6.0
3141,6.0
3142,6.0
3143,6.0
3144,6.0
3145,6.0
3146,6.0
3147,6.0
3148,6.0
3149,6.0
3150,6.0
3151,6.0
3152,6.0
3153,6.0
3154,6.0
3155,6.0
3156,6.0
3157,6.0
3158,6.0
3159,6.0
3160,6.0
3161,6.0
3162,6.0
3163,6.0
3164,6.0
3165,1.0
3166,1.0
3167,1.0
3168,1.0
3169,1.0
3170,1.0
3171,1.0
3172,1.0
3173,1.0
3174,1.0
3175,1.0
3176,1.0
3177,1.0
3178,1.0
3179,1.0
3180,1.0
3181,1.0
3182,1.0
3183,1.0
3184,1.0
3185,1.0
3186,1.0
3187,1.0
3188,1.0
3189,1.0
3190,3.0
3191,3.0
3192,3.0
3193,3.0
3194,3.0
3195,3.0
3196,3.0
3197,3.0
3198,3.0
3199,3.0
3200,3.0
3201,3.0
3202,3.0
3203,3.0
3204,3.0
3205,3.0
3206,3.0
3207,3.0
3208,3.0
3209,3.0
3210,3.0
3211,3.0
3212,3.0
3213,2.0
3214,2.0
3215,2.0
3216,2.0
3217,2.0
3218,2.0
3219,2.0
3220,2.0
3221,2.0
3222,2.0
3223,2.0
3224,2.0
3225,2.0
3226,2.0
3227,2.0
3228,2.0
3229,2.0
3230,2.0
3231,2.0
3232,2.0
3233,2.0
3234,2.0
3235,2.0
3236,2.0
3237,5.0
3238,5.0
3239,5.0
3240,5.0
3241,5.0
3242,5.0
3243,5.0
3244,5.0
3245,5.0
3246,5.0
3247,5.0
3248,5.0
3249,5.0
3250,5.0
3251,5.0
3252,5.0
3253,5.0
3254,5.0
3255,5.0
3256,5.0
3257,5.0
3258,5.0
3259,5.0
3260,5.0
3261,5.0
3262,5.0
3263,5.0
3264,5.0
3265,5.0
3266,5.0
3267,5.0
3268,5.0
3269,5.0
3270,5.0
3271,5.0
3272,5.0
3273,5.0
3274,5.0
3275,5.0
3276,5.0
3277,5.0
3278,5.0
3279,5.0
3280,4.0
3281,4.0
3282,4.0
3283,4.0
3284,4.0
3285,4.0
3286,4.0
3287,4.0
3288,4.0
3289,4.0
3290,4.0
3291,4.0
3292,4.0
3293,4.0
3294,4.0
3295,4.0
3296,4.0
3297,4.0
3298,4.0
3299,4.0
3300,4.0
3301,4.0
3302,4.0
3303,4.0
3304,4.0
3305,4.0
3306,4.0
3307,4.0
3308,4.0
3309,4.0
3310,4.0
3311,4.0
3312,4.0
3313,6.0
3314,6.0
3315,6.0
3316,6.0
3317,6.0
3318,6.0
3319,6.0
3320,6.0
3321,6.0
3322,6.0
3323,6.0
3324,6.0
3325,6.0
3326,6.0
3327,6.0
3328,6.0
3329,6.0
3330,6.0
3331,6.0
3332,6.0
3333,6.0
3334,6.0
3335,6.0
3336,6.0
3337,6.0
3338,6.0
3339,6.0
3340,6.0
3341,6.0
3342,6.0
3343,6.0
3344,6.0
3345,6.0
3346,6.0
3347,6.0
3348,1.0
3349,1.0
3350,1.0
3351,1.0
3352,1.0
3353,1.0
3354,1.0
3355,1.0
3356,1.0
3357,1.0
3358,1.0
3359,1.0
3360,1.0
3361,1.0
3362,1.0
3363,1.0
3364,1.0
3365,1.0
3366,1.0
3367,1.0
3368,1.0
3369,1.0
3370,1.0
3371,1.0
3372,1.0
3373,1.0
3374,1.0
3375,1.0
3376,1.0
3377,1.0
3378,1.0
3379,1.0
3380,3.0
3381,3.0
3382,3.0
3383,3.0
3384,3.0
3385,3.0
3386,3.0
3387,3.0
3388,2.0
3389,2.0
3390,2.0
3391,2.0
3392,2.0
3393,2.0
3394,2.0
3395,2.0
3396,3.0
3397,3.0
3398,3.0
3399,3.0
3400,3.0
3401,3.0
3402,3.0
3403,3.0
3404,2.0
3405,2.0
3406,2.0
3407,2.0
3408,2.0
3409,2.0
3410,2.0
3411,2.0
3412,3.0
3413,3.0
3414,3.0
3415,3.0
3416,3.0
3417,3.0
3418,3.0
3419,2.0
3420,2.0
3421,2.0
3422,2.0
3423,2.0
3424,2.0
3425,2.0
3426,2.0
3427,5.0
3428,5.0
3429,5.0
3430,5.0
3431,5.0
3432,5.0
3433,5.0
3434,5.0
3435,5.0
3436,5.0
3437,5.0
3438,5.0
3439,5.0
3440,5.0
3441,5.0
3442,5.0
3443,5.0
3444,5.0
3445,5.0
3446,5.0
3447,5.0
3448,5.0
3449,5.0
3450,5.0
3451,5.0
3452,5.0
3453,5.0
3454,5.0
3455,5.0
3456,5.0
3457,5.0
3458,5.0
3459,5.0
3460,5.0
3461,5.0
3462,4.0
3463,4.0
3464,4.0
3465,4.0
3466,4.0
3467,4.0
3468,4.0
3469,4.0
3470,4.0
3471,4.0
3472,4.0
3473,4.0
3474,4.0
3475,4.0
3476,4.0
3477,4.0
3478,4.0
3479,4.0
3480,4.0
3481,4.0
3482,4.0
3483,4.0
3484,4.0
3485,4.0
3486,4.0
3487,4.0
3488,4.0
3489,4.0
3490,4.0
3491,4.0
3492,4.0
3493,6.0
3494,6.0
3495,6.0
3496,6.0
3497,6.0
3498,6.0
3499,6.0
3500,6.0
3501,6.0
3502,6.0
3503,6.0
3504,6.0
3505,6.0
3506,6.0
3507,6.0
3508,6.0
3509,6.0
3510,6.0
3511,6.0
3512,6.0
3513,6.0
3514,6.0
3515,6.0
3516,6.0
3517,6.0
3518,6.0
3519,6.0
3520,6.0
3521,6.0
3522,6.0
3523,6.0
3524,6.0
3525,6.0
3526,6.0
3527,6.0
3528,6.0
3529,1.0
3530,1.0
3531,1.0
3532,1.0
3533,1.0
3534,1.0
3535,1.0
3536,1.0
3537,1.0
3538,1.0
3539,1.0
3540,1.0
3541,1.0
3542,1.0
3543,1.0
3544,1.0
3545,1.0
3546,1.0
3547,1.0
3548,1.0
3549,1.0
3550,1.0
3551,1.0
3552,1.0
3553,1.0
3554,1.0
3555,1.0
3556,1.0
3557,1.0
3558,3.0
3559,3.0
3560,3.0
3561,3.0
3562,3.0
3563,3.0
3564,3.0
3565,3.0
3566,3.0
3567,3.0
3568,3.0
3569,3.0
3570,3.0
3571,3.0
3572,3.0
3573,2.0
3574,2.0
3575,2.0
3576,2.0
3577,2.0
3578,2.0
3579,2.0
3580,2.0
3581,2.0
3582,2.0
3583,2.0
3584,2.0
3585,2.0
3586,2.0
3587,2.0
3588,2.0
3589,2.0
3590,2.0
3591,2.0
3592,2.0
3593,2.0
3594,2.0
3595,2.0
3596,2.0
3597,3.0
3598,3.0
3599,3.0
3600,3.0
3601,3.0
3602,3.0
3603,3.0
3604,3.0
3605,5.0
3606,5.0
3607,5.0
3608,5.0
3609,5.0
3610,5.0
3611,5.0
3612,5.0
3613,5.0
3614,5.0
3615,5.0
3616,5.0
3617,5.0
3618,5.0
3619,5.0
3620,5.0
3621,5.0
3622,5.0
3623,5.0
3624,5.0
3625,5.0
3626,5.0
3627,5.0
3628,5.0
3629,5.0
3630,5.0
3631,5.0
3632,5.0
3633,5.0
3634,5.0
3635,5.0
3636,5.0
3637,5.0
3638,5.0
3639,5.0
3640,5.0
3641,5.0
3642,5.0
3643,5.0
3644,5.0
3645,5.0
3646,4.0
3647,4.0
3648,4.0
3649,4.0
3650,4.0
3651,4.0
3652,4.0
3653,4.0
3654,4.0
3655,4.0
3656,4.0
3657,4.0
3658,4.0
3659,4.0
3660,4.0
3661,4.0
3662,4.0
3663,4.0
3664,4.0
3665,4.0
3666,4.0
3667,4.0
3668,4.0
3669,4.0
3670,4.0
3671,4.0
3672,4.0
3673,4.0
3674,4.0
3675,4.0
3676,4.0
3677,4.0
3678,4.0
3679,4.0
3680,4.0
3681,4.0
3682,4.0
3683,6.0
3684,6.0
3685,6.0
3686,6.0
3687,6.0
3688,6.0
3689,6.0
3690,6.0
3691,6.0
3692,6.0
3693,6.0
3694,6.0
3695,6.0
3696,6.0
3697,6.0
3698,6.0
3699,6.0
3700,6.0
3701,6.0
3702,6.0
3703,6.0
3704,6.0
3705,6.0
3706,6.0
3707,6.0
3708,6.0
3709,6.0
3710,6.0
3711,6.0
3712,6.0
3713,6.0
3714,6.0
3715,6.0
3716,6.0
3717,6.0
3718,6.0
3719,6.0
3720,6.0
3721,6.0
3722,6.0
3723,6.0
3724,1.0
3725,1.0
3726,1.0
3727,1.0
3728,1.0
3729,1.0
3730,1.0
3731,1.0
3732,1.0
3733,1.0
3734,1.0
3735,1.0
3736,1.0
3737,1.0
3738,1.0
3739,1.0
3740,1.0
3741,1.0
3742,1.0
3743,1.0
3744,1.0
3745,1.0
3746,1.0
3747,1.0
3748,1.0
3749,1.0
3750,1.0
3751,3.0
3752,3.0
3753,3.0
3754,3.0
3755,3.0
3756,3.0
3757,3.0
3758,3.0
3759,3.0
3760,3.0
3761,3.0
3762,3.0
3763,3.0
3764,3.0
3765,2.0
3766,2.0
3767,2.0
3768,2.0
3769,2.0
3770,2.0
3771,2.0
3772,2.0
3773,2.0
3774,2.0
3775,2.0
3776,2.0
3777,2.0
3778,2.0
3779,3.0
3780,3.0
3781,3.0
3782,3.0
3783,3.0
3784,3.0
3785,3.0
3786,2.0
3787,2.0
3788,2.0
3789,2.0
3790,2.0
3791,2.0
3792,2.0
3793,5.0
3794,5.0
3795,5.0
3796,5.0
3797,5.0
3798,5.0
3799,5.0
3800,5.0
3801,5.0
3802,5.0
3803,5.0
3804,5.0
3805,5.0
3806,5.0
3807,5.0
3808,5.0
3809,5.0
3810,5.0
3811,5.0
3812,5.0
3813,5.0
3814,5.0
3815,5.0
3816,5.0
3817,5.0
3818,5.0
3819,5.0
3820,5.0
3821,5.0
3822,5.0
3823,5.0
3824,5.0
3825,4.0
3826,4.0
3827,4.0
3828,4.0
3829,4.0
3830,4.0
3831,4.0
3832,4.0
3833,4.0
3834,4.0
3835,4.0
3836,4.0
3837,4.0
3838,4.0
3839,4.0
3840,4.0
3841,4.0
3842,4.0
3843,4.0
3844,4.0
3845,4.0
3846,4.0
3847,4.0
3848,4.0
3849,4.0
3850,4.0
3851,4.0
3852,4.0
3853,4.0
3854,4.0
3855,4.0
3856,4.0
3857,4.0
3858,4.0
3859,4.0
3860,4.0
3861,6.0
3862,6.0
3863,6.0
3864,6.0
3865,6.0
3866,6.0
3867,6.0
3868,6.0
3869,6.0
3870,6.0
3871,6.0
3872,6.0
3873,6.0
3874,6.0
3875,6.0
3876,6.0
3877,6.0
3878,6.0
3879,6.0
3880,6.0
3881,6.0
3882,6.0
3883,6.0
3884,6.0
3885,6.0
3886,6.0
3887,6.0
3888,6.0
3889,6.0
3890,6.0
3891,6.0
3892,6.0
3893,6.0
3894,6.0
3895,6.0
3896,6.0
3897,6.0
3898,6.0
3899,6.0
3900,6.0
3901,6.0
3902,6.0
3903,1.0
3904,1.0
3905,1.0
3906,1.0
3907,1.0
3908,1.0
3909,1.0
3910,1.0
3911,1.0
3912,1.0
3913,1.0
3914,1.0
3915,1.0
3916,1.0
3917,1.0
3918,1.0
3919,1.0
3920,1.0
3921,1.0
3922,1.0
3923,1.0
3924,1.0
3925,1.0
3926,1.0
3927,1.0
3928,3.0
3929,3.0
3930,3.0
3931,3.0
3932,3.0
3933,3.0
3934,3.0
3935,3.0
3936,3.0
3937,3.0
3938,3.0
3939,3.0
3940,2.0
3941,2.0
3942,2.0
3943,2.0
3944,2.0
3945,2.0
3946,2.0
3947,2.0
3948,2.0
3949,2.0
3950,2.0
3951,2.0
3952,2.0
3953,3.0
3954,3.0
3955,3.0
3956,3.0
3957,3.0
3958,3.0
3959,2.0
3960,2.0
3961,2.0
3962,2.0
3963,2.0
3964,2.0
3965,5.0
3966,5.0
3967,5.0
3968,5.0
3969,5.0
3970,5.0
3971,5.0
3972,5.0
3973,5.0
3974,5.0
3975,5.0
3976,5.0
3977,5.0
3978,5.0
3979,5.0
3980,5.0
3981,5.0
3982,5.0
3983,5.0
3984,5.0
3985,5.0
3986,5.0
3987,5.0
3988,5.0
3989,5.0
3990,5.0
3991,5.0
3992,5.0
3993,5.0
3994,5.0
3995,5.0
3996,5.0
3997,5.0
3998,5.0
3999,5.0
4000,5.0
4001,5.0
4002,5.0
4003,5.0
4004,5.0
4005,5.0
4006,5.0
4007,5.0
4008,5.0
4009,5.0
4010,4.0
4011,4.0
4012,4.0
4013,4.0
4014,4.0
4015,4.0
4016,4.0
4017,4.0
4018,4.0
4019,4.0
4020,4.0
4021,4.0
4022,4.0
4023,4.0
4024,4.0
4025,4.0
4026,4.0
4027,4.0
4028,4.0
4029,4.0
4030,4.0
4031,4.0
4032,4.0
4033,4.0
4034,4.0
4035,4.0
4036,4.0
4037,4.0
4038,4.0
4039,4.0
4040,4.0
4041,4.0
4042,4.0
4043,4.0
4044,4.0
4045,4.0
4046,4.0
4047,4.0
4048,4.0
4049,4.0
4050,4.0
4051,4.0
4052,4.0
4053,4.0
4054,4.0
4055,4.0
4056,4.0
4057,6.0
4058,6.0
4059,6.0
4060,6.0
4061,6.0
4062,6.0
4063,6.0
4064,6.0
4065,6.0
4066,6.0
4067,6.0
4068,6.0
4069,6.0
4070,6.0
4071,6.0
4072,6.0
4073,6.0
4074,6.0
4075,6.0
4076,6.0
4077,6.0
4078,6.0
4079,6.0
4080,6.0
4081,6.0
4082,6.0
4083,6.0
4084,6.0
4085,6.0
4086,6.0
4087,6.0
4088,6.0
4089,6.0
4090,6.0
4091,6.0
4092,6.0
4093,6.0
4094,6.0
4095,6.0
4096,6.0
4097,6.0
4098,6.0
4099,6.0
4100,6.0
4101,1.0
4102,1.0
4103,1.0
4104,1.0
4105,1.0
4106,1.0
4107,1.0
4108,1.0
4109,1.0
4110,1.0
4111,1.0
4112,1.0
4113,1.0
4114,1.0
4115,1.0
4116,1.0
4117,1.0
4118,1.0
4119,1.0
4120,1.0
4121,1.0
4122,1.0
4123,1.0
4124,1.0
4125,1.0
4126,1.0
4127,1.0
4128,3.0
4129,3.0
4130,3.0
4131,3.0
4132,3.0
4133,3.0
4134,3.0
4135,3.0
4136,3.0
4137,3.0
4138,3.0
4139,3.0
4140,3.0
